,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score
84,lcnl,as,844,6.738152495,2.648645986,6.10449,2.3,2.441796,2243,3346,4616,TRUE,TRUE,TRUE,5.090441986
7523,3k,this,538,6.28785856,3.139918649,4.93222,2.09,1.972888,3899,2990,3591,TRUE,TRUE,TRUE,5.112806649
201,3k,bas,#N/A,#N/A,#N/A,9,1.41,3.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1844,3k,down,522,6.257667588,3.172857133,4.93222,1.96,1.972888,2635,2173,1958,TRUE,TRUE,TRUE,5.145745133
1308,3k,come,287,5.659482216,3.825480005,3.32,1.42,1.328,2052,1374,1231,TRUE,TRUE,TRUE,5.153480005
4731,3k,old,326,5.786897381,3.686469499,3.72,1.36,1.488,1100,1121,1050,TRUE,TRUE,TRUE,5.174469499
213,3k,bass,#N/A,#N/A,#N/A,8.63,3.02,3.452,1,0,3,FALSE,TRUE,FALSE,
215,lcnl,baste,#N/A,#N/A,#N/A,11,3.67,4.4,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8307,3k,who,337,5.82008293,3.650263919,3.813235,1.41,1.525294,1086,1133,1457,TRUE,TRUE,TRUE,5.175557919
218,3k,batch,#N/A,#N/A,#N/A,6.74,1.85,2.696,0,0,1,FALSE,TRUE,FALSE,
7491,3k,them,458,6.126869184,3.315558767,4.900249,2.16,1.9600996,1948,2256,2666,TRUE,TRUE,TRUE,5.275658367
1786,3k,dog,211,5.351858133,4.161099232,2.8,1.2,1.12,1241,566,397,TRUE,TRUE,TRUE,5.281099232
228,unl,baud,#N/A,#N/A,#N/A,13.78,3.93,5.512,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
229,lcnl,bawl,#N/A,#N/A,#N/A,10.62,3.63,4.248,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4618,3k,night,274,5.613128106,3.876052542,3.61,1.88,1.444,716,718,653,TRUE,TRUE,TRUE,5.320052542
2545,3k,from,370,5.913503006,3.548342206,4.441998,2.24,1.7767992,2044,2639,3623,TRUE,TRUE,TRUE,5.325141406
3231,3k,here,282,5.641907071,3.844654565,3.738636,1.94,1.4954544,2267,1324,1140,TRUE,TRUE,TRUE,5.340108965
241,3k,bead,#N/A,#N/A,#N/A,5.63,1.64,2.252,0,0,0,FALSE,TRUE,FALSE,
8263,3k,where,309,5.733341277,3.744899445,4.090317,2.06,1.6361268,1477,1177,1308,TRUE,TRUE,TRUE,5.381026245
4745,lcnl,or,311,5.739792912,3.737860682,4.143602,1.25,1.6574408,931,1553,2536,TRUE,TRUE,TRUE,5.395301482
3457,lcnl,if,468,6.148468296,3.291994041,5.3585,2.34,2.1434,1827,2192,2595,TRUE,TRUE,TRUE,5.435394041
4450,3k,more,260,5.560681631,3.933271878,3.781264,2.04,1.5125056,902,1159,1474,TRUE,TRUE,TRUE,5.445777478
3323,3k,home,268,5.590986981,3.900208608,3.86652,1.88,1.546608,1677,1094,939,TRUE,TRUE,TRUE,5.446816608
914,3k,cat,245,5.501258211,3.998103091,3.68,1.52,1.472,904,215,162,TRUE,TRUE,TRUE,5.470103091
7633,3k,time,417,6.033086222,3.417876391,5.16,1.86,2.064,1847,1882,2005,TRUE,TRUE,TRUE,5.481876391
260,3k,beau,#N/A,#N/A,#N/A,12.232265,3.32,4.892906,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
262,3k,beck,#N/A,#N/A,#N/A,11.7527,3.72,4.70108,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4722,unl,oh,351,5.860786223,3.605856447,4.71908,1.85,1.887632,867,597,477,TRUE,TRUE,TRUE,5.493488447
5830,3k,say,212,5.356586275,4.155940809,3.42,1.07,1.368,955,862,805,TRUE,TRUE,TRUE,5.523940809
4223,3k,man,185,5.220355825,4.304568829,3.11,1.24,1.244,1981,1314,977,TRUE,TRUE,TRUE,5.548568829
4677,3k,now,405,6.003887067,3.449732797,5.25193,1.77,2.100772,2249,1833,1836,TRUE,TRUE,TRUE,5.550504797
125,3k,back,406,6.00635316,3.447042279,5.305215,2.35,2.122086,2096,1959,1784,TRUE,TRUE,TRUE,5.569128279
264,3k,bed,165,5.105945474,4.429391026,2.89,1.41,1.156,675,405,316,TRUE,TRUE,TRUE,5.585391026
8430,3k,would,396,5.981414211,3.474250782,5.28,1.56,2.112,1957,2329,2710,TRUE,TRUE,TRUE,5.586250782
7494,3k,then,673,6.51174533,2.895657199,6.74391,3.51,2.697564,4009,3107,2849,TRUE,TRUE,TRUE,5.593221199
7780,3k,tree,206,5.327876169,4.187263661,3.57,1.61,1.428,807,501,358,TRUE,TRUE,TRUE,5.615263661
4720,3k,off,225,5.416100402,4.091010634,3.834549,2.09,1.5338196,862,1001,1023,TRUE,TRUE,TRUE,5.624830234
2026,3k,eat,150,5.010635294,4.533374851,2.78,1.48,1.112,1051,585,499,TRUE,TRUE,TRUE,5.645374851
289,3k,belle,#N/A,#N/A,#N/A,10.36729,3.84,4.146916,0,2,1,FALSE,TRUE,FALSE,
292,3k,belt,#N/A,#N/A,#N/A,4.62,2.09,1.848,38,33,31,FALSE,TRUE,FALSE,
6649,3k,some,316,5.755742214,3.720459924,4.846964,2.44,1.9387856,2171,1973,2260,TRUE,TRUE,TRUE,5.659245524
252,3k,bear,197,5.283203729,4.23600149,3.58,1.68,1.432,902,320,165,TRUE,TRUE,TRUE,5.66800149
308,3k,berth,#N/A,#N/A,#N/A,11.2,3.47,4.48,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5345,3k,put,206,5.327876169,4.187263661,3.72,2.3,1.488,1936,1267,973,TRUE,TRUE,TRUE,5.675263661
5598,3k,right,257,5.549076085,3.94593358,4.346085,1.59,1.738434,1499,1410,1229,TRUE,TRUE,TRUE,5.68436758
1812,3k,door,155,5.043425117,4.49760101,3.05,1.15,1.22,818,782,668,TRUE,TRUE,TRUE,5.71760101
4077,3k,look,223,5.407171771,4.10075181,4.05,1.68,1.62,2541,1488,1416,TRUE,TRUE,TRUE,5.72075181
324,3k,bide,#N/A,#N/A,#N/A,13.56,3.29,5.424,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
327,lcnl,bier,#N/A,#N/A,#N/A,11.22,4.38,4.488,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
328,lcnl,biff,#N/A,#N/A,#N/A,11.7357,5.78,4.69428,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7936,3k,two,236,5.463831805,4.038935464,4.239515,2.06,1.695806,1053,1180,1369,TRUE,TRUE,TRUE,5.734741464
3773,3k,know,257,5.549076085,3.94593358,4.5,2.12,1.8,2010,1924,1730,TRUE,TRUE,TRUE,5.74593358
335,3k,bile,#N/A,#N/A,#N/A,11.67,2.93,4.668,0,0,0,FALSE,TRUE,FALSE,
336,3k,bilge,#N/A,#N/A,#N/A,12.53,4,5.012,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
337,lcnl,bilk,#N/A,#N/A,#N/A,13.88,2.36,5.552,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4072,3k,long,229,5.433722004,4.07178539,4.239515,1.83,1.695806,966,1098,1146,TRUE,TRUE,TRUE,5.76759139
7695,3k,too,313,5.746203191,3.73086704,5.102732,2,2.0410928,2069,1669,1456,TRUE,TRUE,TRUE,5.77195984
344,3k,bind,#N/A,#N/A,#N/A,10.24,2.95,4.096,0,0,0,FALSE,TRUE,FALSE,
347,3k,binge,#N/A,#N/A,#N/A,15.22,4.05,6.088,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
349,3k,birch,#N/A,#N/A,#N/A,10.836198,4.29,4.3344792,0,2,5,FALSE,TRUE,FALSE,
7489,3k,their,324,5.780743516,3.693183393,5.262587,2.02,2.1050348,660,1336,2034,TRUE,TRUE,TRUE,5.798218193
5518,3k,red,181,5.198497031,4.328416869,3.68,1.63,1.472,892,372,316,TRUE,TRUE,TRUE,5.800416869
355,lcnl,bisque,#N/A,#N/A,#N/A,14,3.85,5.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7515,3k,think,265,5.579729826,3.912490213,4.75,1.55,1.9,1417,1313,1353,TRUE,TRUE,TRUE,5.812490213
357,3k,bitch,#N/A,#N/A,#N/A,10.11,2.19,4.044,0,1,1,FALSE,TRUE,FALSE,
8541,3k,yes,103,4.634728988,4.943490285,2.310598,1.68,0.9242392,1002,601,456,TRUE,TRUE,TRUE,5.867729485
363,lcnl,biz,#N/A,#N/A,#N/A,9.93,3.05,3.972,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
827,3k,by,312,5.743003188,3.734358257,5.411785,1.5,2.164714,1189,1462,2074,TRUE,TRUE,TRUE,5.899072257
4755,3k,our,209,5.342334252,4.171489829,4.346085,1.53,1.738434,621,709,909,TRUE,TRUE,TRUE,5.909923829
4213,3k,make,233,5.451038454,4.052893067,4.68,1.77,1.872,1380,1258,1453,TRUE,TRUE,TRUE,5.924893067
3168,3k,head,145,4.976733742,4.570361593,3.42,1.02,1.368,643,698,703,TRUE,TRUE,TRUE,5.938361593
3378,3k,how,292,5.676753802,3.806636628,5.3585,1.92,2.1434,2048,2049,2147,TRUE,TRUE,TRUE,5.950036628
382,3k,blanch,#N/A,#N/A,#N/A,13.12,3.24,5.248,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
385,3k,bland,#N/A,#N/A,#N/A,8.35,3.67,3.34,0,0,0,FALSE,TRUE,FALSE,
6409,3k,sleep,113,4.727387819,4.842399093,2.79,1.03,1.116,477,288,213,TRUE,TRUE,TRUE,5.958399093
389,lcnl,blare,#N/A,#N/A,#N/A,10.22,2.26,4.088,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7545,3k,three,155,5.043425117,4.49760101,3.685351,1.5,1.4741404,578,532,576,TRUE,TRUE,TRUE,5.97174141
3215,3k,help,153,5.030437921,4.511770098,3.65,1.79,1.46,1631,917,754,TRUE,TRUE,TRUE,5.971770098
7079,3k,stop,114,4.736198448,4.832786657,2.89,1.6,1.156,800,408,348,TRUE,TRUE,TRUE,5.988786657
463,3k,blue,144,4.9698133,4.577911827,3.53,1.68,1.412,369,202,216,TRUE,TRUE,TRUE,5.989911827
401,3k,bleat,#N/A,#N/A,#N/A,12.92,5.14,5.168,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6502,3k,small,126,4.836281907,4.723595164,3.22,1.52,1.288,452,546,623,TRUE,TRUE,TRUE,6.011595164
406,3k,bleep,#N/A,#N/A,#N/A,9.47,2.27,3.788,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
408,unl,blench,#N/A,#N/A,#N/A,14.5,0.71,5.8,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
410,3k,blend,#N/A,#N/A,#N/A,10.17,3.6,4.068,0,0,0,FALSE,TRUE,FALSE,
7962,lcnl,us,177,5.176149733,4.352797871,4.18623,2.07,1.674492,997,883,909,TRUE,TRUE,TRUE,6.027289871
5056,3k,please,135,4.905274778,4.648323637,3.482868,1.22,1.3931472,286,207,159,TRUE,TRUE,TRUE,6.041470837
416,3k,blight,#N/A,#N/A,#N/A,11.73,2.89,4.692,0,0,0,FALSE,TRUE,FALSE,
418,3k,blimp,#N/A,#N/A,#N/A,6.63,2.48,2.652,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8128,3k,want,169,5.129898715,4.403257934,4.16,2.32,1.664,2034,1248,985,TRUE,TRUE,TRUE,6.067257934
8325,3k,why,157,5.056245805,4.483613583,3.97309,2.11,1.589236,1218,1084,927,TRUE,TRUE,TRUE,6.072849583
425,lcnl,blip,#N/A,#N/A,#N/A,11.31,4.63,4.524,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7754,3k,train,155,5.043425117,4.49760101,4,1.71,1.6,222,127,95,TRUE,TRUE,TRUE,6.09760101
885,3k,car,122,4.804021045,4.758791906,3.37,1.95,1.348,741,492,370,TRUE,TRUE,TRUE,6.106791906
429,3k,blitz,#N/A,#N/A,#N/A,10.4,3.2,4.16,0,0,2,FALSE,TRUE,FALSE,
431,3k,bloat,#N/A,#N/A,#N/A,11.56,4.49,4.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
433,3k,blob,#N/A,#N/A,#N/A,6.16,2.29,2.464,1,0,1,FALSE,TRUE,FALSE,
3138,3k,hat,120,4.787491743,4.776825447,3.33,1.14,1.332,369,140,97,TRUE,TRUE,TRUE,6.108825447
441,3k,bloke,#N/A,#N/A,#N/A,13.88,4.69,5.552,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
443,3k,blond,#N/A,#N/A,#N/A,6.72,3.3,2.688,0,7,9,FALSE,TRUE,FALSE,
444,lcnl,blonde,#N/A,#N/A,#N/A,6.06,1.21,2.424,2,3,2,FALSE,TRUE,FALSE,
2919,3k,green,141,4.94875989,4.600881189,3.79,1.32,1.516,523,276,236,TRUE,TRUE,TRUE,6.116881189
3635,3k,just,448,6.104793232,3.339643727,7.010335,2.48,2.804134,2152,2096,1991,TRUE,TRUE,TRUE,6.143777727
452,3k,blot,#N/A,#N/A,#N/A,8.38,3.52,3.352,0,0,1,FALSE,TRUE,FALSE,
453,lcnl,blotch,#N/A,#N/A,#N/A,9.28,4.13,3.712,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8168,3k,way,247,5.509388337,3.989233088,5.39,1.74,2.156,1288,1322,1517,TRUE,TRUE,TRUE,6.145233088
582,3k,boy,129,4.859812404,4.697923287,3.67,1.88,1.468,952,675,614,TRUE,TRUE,TRUE,6.165923287
7359,3k,take,164,5.099866428,4.436023292,4.37,1.89,1.748,1347,1036,1013,TRUE,TRUE,TRUE,6.184023292
7440,3k,tell,156,5.049856007,4.490584881,4.26,2.05,1.704,1243,1107,962,TRUE,TRUE,TRUE,6.194584881
464,lcnl,blues,#N/A,#N/A,#N/A,9.81,3.16,3.924,1,1,3,FALSE,TRUE,FALSE,
465,3k,bluff,#N/A,#N/A,#N/A,8.82,2.6,3.528,0,1,3,FALSE,TRUE,FALSE,
468,3k,blunt,#N/A,#N/A,#N/A,11.05,2.7,4.42,0,0,0,FALSE,TRUE,FALSE,
470,3k,blur,#N/A,#N/A,#N/A,8.95,3.34,3.58,1,3,3,FALSE,TRUE,FALSE,
471,lcnl,blurb,#N/A,#N/A,#N/A,11.56,3.65,4.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
